Document identifier,topic-00,topic-01,topic-02,topic-03,topic-04,topic-05,topic-06,topic-07,topic-08,topic-09,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29
BOD+e8-0062,0.0007639662,0.0006148799,0.000202477,7.12835193554873E-005,0.0006911892,0.0394429074,0.0292208932,0.0493824805,0.0002410158,0.0002748329,0.000202406,0.0005126025,0.2314015886,0.0007738659,0.0002804265,0.0003791647,0.0002806109,0.0003107625,0.5796302095,0.0200761193,0.0003042799,0.0314360066,0.0006289378,0.0101663285,0.0003082425,0.0003313848,0.0006672511,0.0008230522,0.0003093356,0.0002714992
BOD+e8-0063,0.0006511738,0.0005240986,0.0001725831,6.07591751205252E-005,0.0169936569,0.0008105009,0.1561428241,0.0010803315,0.0002054321,0.0002342564,0.0001725227,0.0824594979,0.2300463411,0.0006596118,0.0002390241,0.0003231846,0.0084414389,0.0002648813,0.313603568,0.000707553,0.0002593558,0.149828639,0.000536081,0.0004631076,0.0002627334,0.0002824589,0.0333777682,0.0007015362,0.0002636651,0.0002314149
BOD+e8-0064,0.0008364048,0.0006731822,0.0002216756,7.80425536760936E-005,0.0007567271,0.0010410536,0.2848423427,0.0329939835,0.0002638687,0.0003008922,0.0423633901,0.000561207,0.0742402468,0.0008472431,0.0003070163,0.0004151167,0.0003072181,0.0003402287,0.5187002567,0.0009088214,0.0003331314,0.0344167383,0.0006885731,0.0005948419,0.0003374698,0.0003628064,0.0007305192,0.0009010932,0.0003386665,0.0002972425
BOD+e8-0065,0.0008544079,0.000687672,0.0002264471,7.972237556491E-005,0.0007730152,0.0333501145,0.0003935382,0.1843752067,0.0002695483,0.0003073688,0.0002263678,0.1404821154,0.2049848374,0.0008654795,0.0003136246,0.0004240519,0.0003138308,0.0003475519,0.0993762829,0.2592216056,0.0003403019,0.0674441919,0.0007033942,0.0006076455,0.0003447336,0.0003706156,0.0007462432,0.0009204887,0.0003459561,0.0003036405
BOD+e8-0066,0.0009029993,0.0007267809,0.0002393254,8.42562986652473E-005,0.0008169777,0.0011239423,0.0004159193,0.0014981232,0.0002848779,0.0003248493,0.0002392416,0.0006058902,0.0005312925,0.0009147005,0.0003314609,0.0004481683,0.0003316788,0.0003673176,0.1960221911,0.6493151404,0.0231082153,0.1167769574,0.0007433972,0.0006422032,0.0003643391,0.000391693,0.0007886831,0.0009728382,0.0003656311,0.0003209089
BOD+e8-0067,0.0018939414,0.0015243428,0.0005019587,0.0001767183,0.0017135205,0.0023573449,0.0008723448,0.0031421482,0.0005975,0.0006813355,0.0005017829,0.001270788,0.0011143273,0.0019184835,0.0006952026,0.0009399836,0.0006956597,0.0007704082,0.4111349216,0.4076149779,0.0007543374,0.006363811,0.0492717887,0.0967721403,0.000764161,0.0008215328,0.0016541758,0.0020404208,0.0007668709,0.0006730711
BOD+e8-0068,0.0009691388,0.0007800134,0.0002568546,0.0122978086,0.0008768166,0.0012062646,0.000446383,0.1358890431,0.0003057436,0.0003486426,0.0002567647,0.0006502682,0.1836809215,0.0009816971,0.0003557385,0.0004809941,0.0003559724,0.0003942216,0.2470018395,0.3428597155,0.000385998,0.0398785354,0.0007978468,0.0006892409,0.0003910248,0.0004203823,0.0008464496,0.025458855,0.0003924115,0.0003444137
BOD+e8-0069,0.0009811157,0.000789653,0.0126182717,9.15451172215686E-005,0.0008876525,0.0012211719,0.0004518995,0.0263442079,0.000309522,0.0497859223,0.0002599378,0.0006583044,0.235383866,0.0009938292,0.0003601348,0.0004869383,0.0003603716,0.0003990934,0.0028894928,0.1122902464,0.0003907683,0.2998944621,0.0008077068,0.0006977587,0.2475607126,0.0004255774,0.0008569103,0.0010569962,0.000397261,0.00034867
BOD+e8-0070,0.0202645767,0.0163099874,0.0053707998,0.0018908301,0.0183341299,0.0252228478,0.0093338141,0.0336199958,0.0063930617,0.0072900752,0.0053689187,0.2688518996,0.0119229513,0.0205271688,0.0074384492,0.0100575283,0.0074433395,0.0082431255,0.0596813896,0.2772739695,0.0080711728,0.0680907731,0.0166828814,0.0144119443,0.0081762824,0.0087901424,0.01769916,0.0218318601,0.0082052766,0.0072016484
BOD+e8-0071,0.0018498118,0.0014888249,0.0004902628,0.0001726007,0.0016735948,0.0256028531,0.0008520187,0.0729702409,0.0704848841,0.1870689431,0.0004900911,0.001241178,0.001088363,0.001873782,0.0006790041,0.0009180816,0.0239798859,0.1405550696,0.0054478975,0.0253104054,0.000736761,0.1926190144,0.0015228638,0.0013155658,0.0007463558,0.0008023908,0.2346199865,0.0019928781,0.0007490024,0.0006573882
BOD+e8-0072,0.0019402281,0.0015615967,0.0005142262,0.0001810372,0.0017553978,0.0024149568,0.0008936643,0.0032189402,0.0006121025,0.0006979869,0.0005140461,0.0013018452,0.0011415607,0.0019653699,0.0007121929,0.0009629562,0.0007126611,0.0252285659,0.1279108305,0.0021082147,0.1718480788,0.0065193383,0.0015972993,0.0013798689,0.0007828366,0.0008416105,0.0016946027,0.6375128519,0.0007856127,0.0006895205
BOD+e8-0073,0.0023406566,0.0608502266,0.0006203534,0.0002184,0.0021176807,0.0029133609,0.0010781007,0.0333664442,0.0007384296,0.000842039,0.0006201361,0.0015705228,0.0013771586,0.0023709873,0.0008591769,0.0306448653,0.0008597417,0.3252670139,0.0068934892,0.0025433127,0.0009322595,0.0078648137,0.0019269535,0.0016646493,0.0009444002,0.001015304,0.0020443386,0.4152860947,0.0893972654,0.0008318252
BOD+e8-0074,0.0039858903,0.0534147709,0.001056396,0.0003719121,0.0036061859,0.0551678637,0.0018358912,0.0066128011,0.0012574673,0.0014339031,0.0010560261,0.002674434,0.0023451551,0.0040375402,0.0014630872,0.0019782404,0.0014640491,0.001621361,0.0619456005,0.004330992,0.0015875392,0.1640131005,0.0032813977,0.4044884706,0.0016082134,0.0017289551,0.1038947294,0.0042941632,0.1020273537,0.0014165102
BOD+e8-0075,0.0027453673,0.0022096147,0.0007276154,0.0002561624,0.0024838378,0.0034170949,0.0012645094,0.0045547084,0.0008661075,0.0355685845,0.0007273606,0.0018420737,0.0016152758,0.0027809423,0.0010077326,0.4163339919,0.0010083952,0.0011167471,0.0080854063,0.0029830635,0.0010934516,0.0092246774,0.002260133,0.4169239115,0.0011076915,0.0011908549,0.0023978145,0.0029576969,0.0011116195,0.0701375578
BOD+e8-0076,0.0021504503,0.0288181069,0.0005699422,0.0002006524,0.0019455939,0.0026766156,0.0009904921,0.0035677099,0.0006784233,0.0007736132,0.0005697426,0.0014428991,0.001265248,0.0021783163,0.0007893585,0.7053374144,0.0007898774,0.0008747497,0.0063333109,0.0023366381,0.0008565023,0.0072257037,0.0017703655,0.0286166891,0.0008676564,0.0009327984,0.0018782117,0.1919279553,0.0008707332,0.0007642295
BOD+e8-0077,0.0016921047,0.001361894,0.0004484651,0.0001578855,0.0015309112,0.0021061234,0.0007793792,0.0028072904,0.0005338246,0.0006087258,0.000448308,0.0011353605,0.0009955738,0.0017140313,0.0006211151,0.0008398098,0.0006215234,0.0006883061,0.0049834329,0.0018386085,0.0006739479,0.0056856216,0.0013930309,0.0012034062,0.0219966638,0.0007339823,0.2359312212,0.7051829651,0.0006851457,0.0006013421
BOD+e8-0078,0.0014724228,0.0011850826,0.0003902419,0.0001373876,0.0013321566,0.0018326904,0.0006781943,0.0024428266,0.0004645194,0.0005296964,0.0003901053,0.0009879593,0.0008663208,0.0014915027,0.0005404772,0.5756816216,0.0005408325,0.0005989449,0.0599768498,0.0015999064,0.0005864509,0.0234942723,0.001212177,0.0010471709,0.0005940881,0.0006386912,0.0569264238,0.2612415205,0.0005961948,0.0005232713
BOD+e8-0079,0.0584391019,0.0007351426,0.0002420789,8.52256794039761E-005,0.0008263771,0.0011368734,0.0004207045,0.0015153593,0.0002881555,0.0003285867,0.0002419941,0.4032928553,0.0005374051,0.0009252243,0.0003352744,0.0004533245,0.0003354948,0.0003715437,0.3133288813,0.0470130411,0.0003637932,0.0951102076,0.0007519501,0.0006495918,0.0233788162,0.0003961995,0.0468183278,0.0009840308,0.0003698377,0.000324601
BOD+e8-0080,0.0434220458,0.0009010009,0.0002966952,0.0001044538,0.2266266026,0.0013933677,0.0005156212,0.0723615526,0.0003531673,0.0004027204,0.0002965913,0.0148519925,0.2826758803,0.0011339676,0.0004109169,0.0005556008,0.0004111871,0.0004553691,0.0738012435,0.0012163854,0.2119587919,0.0319632126,0.0291233234,0.0007961487,0.0004516765,0.0004855875,0.000977742,0.0012060418,0.0004532782,0.0003978355
BOD+e8-0081,0.0009574509,0.0007706064,0.0002537569,0.000089337,0.3144303513,0.0011917169,0.0004409995,0.0136486193,0.0003020563,0.0003444379,0.0002536681,0.012702584,0.0246836459,0.0009698577,0.0003514482,0.0004751932,0.0003516793,0.0003894672,0.2802034324,0.3266646151,0.0003813429,0.0152772778,0.0007882247,0.0006809285,0.000386309,0.0004153124,0.0008362413,0.0010315011,0.0003876789,0.00034026
BOD+e8-0082,0.0010596912,0.0008528947,0.0002808541,9.88767764687347E-005,0.0810466761,0.001318973,0.0004880912,0.0017580833,0.000334311,0.0003812184,0.0002807557,0.4812386268,0.0006234844,0.0010734229,0.0137369661,0.0005259362,0.000389233,0.000431056,0.2033407397,0.0011514402,0.0004220641,0.2037804898,0.0008723944,0.0007536408,0.0004275606,0.0004596611,0.0009255384,0.0011416488,0.0004290768,0.0003765943
BOD+e8-0083,0.001370732,0.0011032365,0.0003632904,0.8979543357,0.0012401531,0.0017061183,0.0006313558,0.0022741163,0.0004324381,0.0004931136,0.0003631632,0.0009197273,0.0008064896,0.0013884942,0.035034936,0.0006803091,0.0005034807,0.0005575797,0.0040369553,0.0187553041,0.0005459485,0.0046057809,0.0011284598,0.0009748495,0.0005530583,0.0005945809,0.0184630956,0.0014767458,0.0005550195,0.0004871323
BOD+e8-0084,0.0008025825,0.0006459602,0.0002127116,0.9705791101,0.0007261268,0.0009989558,0.0003696675,0.0013315265,0.0002531985,0.0002887249,0.0002126371,0.0005385131,0.0004722108,0.0008129825,0.0002946012,0.0003983304,0.0002947949,0.0003264706,0.0023636931,0.0008720708,0.0003196604,0.0128061674,0.0006607288,0.0005707879,0.0003238233,0.0003481353,0.0007009787,0.0008646551,0.0003249716,0.0002852227
BOD+e8-0085,0.0008637033,0.0006951534,0.0002289107,0.9683385587,0.0007814251,0.0010750314,0.0112771226,0.0014329291,0.0002724808,0.0003107127,0.0002288305,0.0005795236,0.0005081721,0.0008748953,0.0003170366,0.0004286653,0.0003172451,0.000351333,0.0025437004,0.0009384835,0.0003440042,0.0029021196,0.0007110467,0.0006142563,0.0003484841,0.0003746476,0.0007543618,0.000930503,0.0003497198,0.0003069439
BOD+e8-0086,0.0230060438,0.001361894,0.0004484651,0.0001578855,0.0015309112,0.0021061234,0.0007793792,0.0667491078,0.0005338246,0.0006087258,0.000448308,0.4487280822,0.0009955738,0.0017140313,0.0006211151,0.0008398098,0.0006215234,0.0006883061,0.1328670677,0.0444664868,0.0006739479,0.1975110738,0.0013930309,0.0012034062,0.0006827246,0.0646757997,0.0014778908,0.0018229738,0.0006851457,0.0006013421
BOD+e8-0087,0.0010740273,0.0279215693,0.0002846537,0.0001002144,0.0009717132,0.0013368169,0.0004946943,0.1100104122,0.0003388338,0.0003863757,0.000284554,0.0007206458,0.0006319192,0.0010879448,0.1627370564,0.0005330514,0.0003944987,0.0004368876,0.4766630101,0.0146955856,0.0004277741,0.19300878,0.0008841966,0.0007638364,0.0004333449,0.0004658796,0.0009380596,0.0011570937,0.0004348816,0.0003816891
BOD+e8-0088,0.2322848853,0.0009842757,0.0003241172,0.0001141079,0.3245931698,0.0015221494,0.0005632774,0.0020289008,0.0003858087,0.0004399417,0.0003240037,0.0008205541,0.0007195267,0.0012387744,0.0004488958,0.0006069521,0.0004491909,0.0004974565,0.1730470905,0.2169866369,0.0004870794,0.0195132751,0.0164109097,0.0008697326,0.0004934226,0.0005304678,0.0010681096,0.0013175099,0.0004951723,0.0004346054
BOD+e8-0089,0.0017289555,0.0013915535,0.0004582318,0.0001613239,0.0668986013,0.1110425737,0.0007963526,0.0028684279,0.0005454503,0.0006219827,0.0004580713,0.3060537186,0.0010172555,0.0017513596,0.0006346418,0.0008580993,0.0006350591,0.0007032961,0.2882074782,0.1761035826,0.0006886252,0.0275875603,0.0014233685,0.0012296142,0.0006975931,0.0007499671,0.0015100765,0.0018626747,0.0007000668,0.0006144382
BOD+e8-0090,0.053168411,0.0011032365,0.0003632904,0.0001278991,0.0185060461,0.0189720113,0.1214926068,0.1576671534,0.0349642241,0.0004931136,0.0003631632,0.1908445505,0.0008064896,0.0013884942,0.0005031499,0.0006803091,0.0005034807,0.0005575797,0.1766958854,0.0532870901,0.0005459485,0.159998818,0.0011284598,0.0009748495,0.0005530583,0.0005945809,0.0011972026,0.0014767458,0.0005550195,0.0004871323
BOD+e8-0091,0.0134157207,0.0107976711,0.0035556208,0.0012517828,0.0121377105,0.0166982358,0.0061792479,0.0222573843,0.004232387,0.0048262352,0.0035543755,0.0090016175,0.0078933297,0.013589564,0.004924463,0.0066583671,0.0049277005,0.0054571813,0.5464685035,0.0145772651,0.0053433438,0.2140639241,0.0110445375,0.0095411131,0.0054129293,0.0058193219,0.0117173425,0.0144533064,0.0054321243,0.0047676941
BOD+e8-0092,0.0150086875,0.0008884727,0.0002925698,0.0001030014,0.0009987361,0.0013739932,0.0005084516,0.0574505883,0.0003482566,0.0003971206,0.0002924673,0.0007406867,0.0979830361,0.0011182001,0.0004052032,0.0005478753,0.0004054696,0.0143538292,0.2535373475,0.0011994718,0.5010121793,0.003709187,0.0009087858,0.0007850784,0.0421597718,0.0004788355,0.0009641467,0.001189272,0.0004469755,0.0003923037
BOD+e8-0093,0.0010457328,0.0535303281,0.0002771546,9.75743550611589E-005,0.0009461141,0.0013015993,0.0004816619,0.0017349256,0.0003299074,0.0003761969,0.0002770576,0.0007016609,0.0006152717,0.0010592836,0.0003838536,0.0005190085,0.3560326137,0.0004253781,0.1216292998,0.0011362732,0.2243433429,0.2274405931,0.0008609031,0.0007437137,0.0004219287,0.0004536063,0.0009133471,0.0011266109,0.0004234249,0.0003716337
BOD+e8-0094,0.0015591759,0.0012549061,0.0004132345,0.0001454823,0.0210501996,0.0019406701,0.0007181526,0.0025867547,0.0004918883,0.0005609054,0.0004130897,0.0010461686,0.0009173633,0.00157938,0.0005723214,0.0007738359,0.0005726977,0.000634234,0.5741390119,0.0016941707,0.0006210038,0.378390497,0.0012835969,0.0011088688,0.000629091,0.000676322,0.0013617903,0.0016797642,0.0006313218,0.0005541017
BOD+e8-0095,0.0009691388,0.0007800134,0.0002568546,9.04275910977266E-005,0.2694391984,0.0012062646,0.000446383,0.0016078522,0.0003057436,0.0247634046,0.0002567647,0.0006502682,0.2080956835,0.0009816971,0.0003557385,0.0004809941,0.0003559724,0.0003942216,0.4545273163,0.0010530477,0.000385998,0.0154637734,0.0007978468,0.0006892409,0.0003910248,0.0004203823,0.0008464496,0.001044093,0.0125997925,0.0003444137
BOD+e8-0096,0.1466365268,0.0010319653,0.0003398212,0.0001196366,0.0011600368,0.0015958997,0.000590569,0.1313310677,0.0004045017,0.0004612575,0.0003397022,0.0493117601,0.1299582526,0.0012987948,0.0004706455,0.0006363598,0.0004709549,0.0005215589,0.1814314728,0.3405533346,0.0005106791,0.0043082386,0.0010555591,0.0009118724,0.0005173296,0.0005561698,0.001119861,0.0013813452,0.0005191642,0.0004556626
BOD+e8-0097,0.0019402281,0.0015615967,0.0005142262,0.0001810372,0.1483913743,0.075732945,0.0008936643,0.0032189402,0.0006121025,0.0006979869,0.0005140461,0.0013018452,0.0011415607,0.0019653699,0.0007121929,0.0009629562,0.0007126611,0.0007892365,0.0790321716,0.0021082147,0.0007727729,0.6663812322,0.0015972993,0.0013798689,0.0007828366,0.0008416105,0.0016946027,0.0020902873,0.0007856127,0.0006895205
BOD+e8-0098,0.0034641235,0.0027881071,0.0009181102,0.0003232275,0.0031341237,0.1788496565,0.0015955667,0.0930161338,0.0010928605,0.0012462003,0.0009177886,0.2641312551,0.0020381662,0.0035090122,0.0449060496,0.0017192819,0.0012724,0.0014091192,0.0102022216,0.0037640502,0.1322831817,0.2298121899,0.0028518514,0.0024636465,0.0013976927,0.0015026289,0.0030255789,0.0037320424,0.0014026491,0.0012310842
BOD+e8-0099,0.0230060438,0.001361894,0.0004484651,0.0001578855,0.0015309112,0.2578733929,0.0007793792,0.0028072904,0.0005338246,0.043236604,0.000448308,0.0011353605,0.0009955738,0.0017140313,0.0006211151,0.0008398098,0.0006215234,0.0006883061,0.0902391894,0.0018386085,0.0006739479,0.4106504651,0.02270697,0.0012034062,0.0006827246,0.1286176171,0.0014778908,0.0018229738,0.0006851457,0.0006013421
BOD+e8-0100,0.0011863772,0.0009548582,0.0003144302,0.0001106975,0.0010733604,0.0014766562,0.0005464424,0.0019682621,0.0003742779,0.000426793,0.0003143201,0.2249521281,0.0006980219,0.0012017505,0.0004354795,0.0005888118,0.0004357658,0.0004825887,0.0333814902,0.0012890948,0.0004725219,0.1982549511,0.0009766891,0.1203936575,0.3740721726,0.0005146135,0.0010361865,0.0311656126,0.0004803729,0.0004216161
BOD+e8-0101,0.0012821801,0.0010319653,0.0003398212,0.0001196366,0.0011600368,0.0015958997,0.2589982964,0.002127204,0.0004045017,0.0004612575,0.0003397022,0.0008603112,0.0007543888,0.0012987948,0.0004706455,0.0006363598,0.0004709549,0.0005215589,0.1652809898,0.1951989879,0.0005106791,0.3596188638,0.0010555591,0.0009118724,0.0005173296,0.0005561698,0.001119861,0.0013813452,0.0005191642,0.0004556626
BOD+e8-0102,0.0017674472,0.0014225336,0.0004684334,0.0001649155,0.0015990764,0.0021999005,0.0008140818,0.0029322876,0.0005575936,0.0006358299,0.0004682694,0.0011859134,0.0678287885,0.0017903501,0.0006487708,0.0008772031,0.0006491974,0.0007189535,0.5840423359,0.0909723221,0.0007039561,0.2285683988,0.0014550569,0.001256989,0.0007131236,0.0007666636,0.0015436952,0.0019041434,0.0007156524,0.0006281174
BOD+e8-0103,0.0019888339,0.0266522902,0.0005271084,0.0001855724,0.0017993733,0.0024754553,0.000916052,0.0032995797,0.0006274366,0.0007154725,0.0005269238,0.0013344584,0.0011701586,0.0020146055,0.0007300345,0.0009870797,0.0007305144,0.0008090081,0.2062699171,0.127418894,0.0007921321,0.031734231,0.0016373142,0.0014144368,0.501833909,0.0760174134,0.0017370552,0.0021426523,0.0008052935,0.000706794
BOD+e8-0104,0.0146025954,0.0008644332,0.0002846537,0.0001002144,0.0280288493,0.1366224976,0.135780375,0.0964818442,0.0003388338,0.0003863757,0.000284554,0.1765920307,0.0006319192,0.0146165128,0.0003942396,0.0005330514,0.0003944987,0.0004368876,0.2196202168,0.0146955856,0.0004277741,0.0171373951,0.0008841966,0.0007638364,0.1357190256,0.0004658796,0.0009380596,0.0011570937,0.0004348816,0.0003816891
BOD+e8-0105,0.0012821801,0.0010319653,0.0003398212,0.0001196366,0.0011600368,0.0015958997,0.000590569,0.2605349314,0.0004045017,0.0004612575,0.2264464637,0.3400204535,0.0007543888,0.0982016926,0.0004706455,0.0006363598,0.0004709549,0.0005215589,0.0037761602,0.0013931923,0.0005106791,0.0527596875,0.0010555591,0.0009118724,0.0005173296,0.0005561698,0.001119861,0.0013813452,0.0005191642,0.0004556626
BOD+e8-0106,0.0010321373,0.0008307179,0.0002735514,9.63057989980633E-005,0.0009338137,0.0012846773,0.0004753999,0.222727954,0.0003256183,0.000371306,0.1562844561,0.1437026225,0.0006072726,0.0010455119,0.0003788631,0.0005122609,0.0003791122,0.0004198478,0.0550434238,0.0791270009,0.0004110897,0.3024891571,0.0008497105,0.0007340447,0.0004164432,0.000447709,0.0009014727,0.0271137973,0.00041792,0.0003668021
BOD+e8-0107,0.0011354726,0.0009138875,0.0003009387,0.0001059477,0.0010273051,0.0014132964,0.0005229959,0.373749838,0.0003582185,0.0004084803,0.0003008333,0.0007618741,0.1866010861,0.0154527259,0.0004167941,0.0005635473,0.0004170681,0.000461882,0.1177644074,0.1871667975,0.0004522471,0.1039330657,0.0009347817,0.0008075356,0.0004581366,0.0004925327,0.0009917262,0.0012232912,0.0004597612,0.0004035256
BOD+e8-0108,0.0325323206,0.0009996749,0.0003291881,0.0001158931,0.001123739,0.0015459636,0.0005720899,0.189802205,0.0003918448,0.0004468247,0.0003290728,0.0008333918,0.0007307838,0.0012581551,0.0004559189,0.0006164479,0.0004562186,0.0005052392,0.0349482634,0.0952203798,0.0004946999,0.6299786387,0.0010225304,0.0008833396,0.0005011423,0.0005387671,0.0010848203,0.0013381225,0.0005029194,0.0004414048
BOD+e8-0109,0.0013032278,0.0010489057,0.0003453995,0.0001216005,0.0011790796,0.0016220974,0.0334314693,0.1991493579,0.0004111419,0.0004688294,0.0003452786,0.0008744337,0.0500135812,0.0505669239,0.0004783714,0.000646806,0.0004786859,0.0005301206,0.1187473683,0.0014160624,0.0005190623,0.5296782531,0.0010728867,0.0009268413,0.0005258219,0.0005652996,0.0011382442,0.0014040208,0.0005276866,0.0004631426
BOD+e8-0110,0.0011354726,0.0009138875,0.0003009387,0.0001059477,0.0010273051,0.015715836,0.0005229959,0.3165396796,0.0003582185,0.0004084803,0.0003008333,0.0007618741,0.0006680714,0.0011501863,0.0004167941,0.0005635473,0.0004170681,0.000461882,0.6326558327,0.0012337828,0.0004522471,0.0181178281,0.0009347817,0.0008075356,0.0004581366,0.0004925327,0.0009917262,0.0012232912,0.0004597612,0.0004035256
BOD+e8-0111,0.0010887566,0.0008762881,0.0002885574,0.0001015888,0.0009850394,0.0013551501,0.0142155788,0.4680857114,0.0003434806,0.0003916745,0.0002884564,0.0007305288,0.0006405854,0.001102865,0.0003996462,0.0005403617,0.0003999089,0.0004428791,0.4283436136,0.0011830221,0.0004336406,0.0722288198,0.0008963226,0.0007743118,0.0004392878,0.0004722687,0.0009509243,0.0011729622,0.0004408456,0.0003869236
