Document identifier,topic-00,topic-01,topic-02,topic-03,topic-04,topic-05,topic-06,topic-07,topic-08,topic-09,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29
BOD+e7-0235,0.5922649316,0.0010489057,0.0003453995,0.0001216005,0.0011790796,0.1329469204,0.0006002635,0.0842401377,0.0004111419,0.0004688294,0.0003452786,0.0008744337,0.0007667726,0.0505669239,0.0004783714,0.000646806,0.0004786859,0.0005301206,0.1023317654,0.0014160624,0.0005190623,0.0043789609,0.0174884896,0.0009268413,0.0005258219,0.0005652996,0.0011382442,0.0014040208,0.0005276866,0.0004631426
BOD+e7-0236,0.0014456113,0.0011635033,0.000383136,0.0001348859,0.0013078993,0.0017993188,0.000665845,0.2755345623,0.000456061,0.0005200511,0.0003830018,0.0009699695,0.0008505459,0.0925097496,0.0005306356,0.0007174725,0.0005309845,0.0005880387,0.2591846191,0.0015707735,0.0005757721,0.3508299239,0.0011901044,0.0010281029,0.0005832703,0.0006270612,0.0012626025,0.0015574164,0.0005853387,0.000513743
BOD+e8-0001,0.0492474984,0.0029153154,0.0009599992,0.0003379749,0.2770290579,0.0045084373,0.001668365,0.0060093787,0.0011427226,0.0013030585,0.000959663,0.0024303902,0.0021311582,0.003669112,0.0013295795,0.0017977247,0.0013304536,0.0014734107,0.0106677013,0.3233130481,0.0014426752,0.0121708296,0.002981968,0.0025760512,0.0014614629,0.2753231256,0.0031636219,0.003902318,0.0014666455,0.0012872528
BOD+e8-0002,0.0037953388,0.0030546864,0.0010058934,0.0003541323,0.0034337867,0.00472397,0.0017481237,0.2931357299,0.0011973522,0.0013653532,0.0010055411,0.0025465787,0.2412655946,0.0516510301,0.0013931421,0.0018836676,0.1448135899,0.0015438494,0.0111776868,0.051930453,0.1449311763,0.0127526745,0.0031245255,0.0026992032,0.0015313304,0.0016462998,0.0033148636,0.0040888742,0.0015367607,0.0013487918
BOD+e8-0003,0.0080048757,0.0064427411,0.0021215634,0.0007469122,0.0072423142,0.0099634828,0.003687026,0.2149411236,0.0025253755,0.0028797121,0.0021208204,0.0053710741,0.0047097822,0.1089389118,0.3054292448,0.0039729063,0.0029402542,0.0032561842,0.0235752324,0.0086979446,0.0031882598,0.2285577064,0.0065900411,0.0056929797,0.00322978,0.0034722659,0.0069914895,0.0086239811,0.0032412332,0.0028447819
BOD+e8-0004,0.6696563061,0.0014225336,0.0004684334,0.0001649155,0.0015990764,0.0021999005,0.0008140818,0.0029322876,0.0005575936,0.0006358299,0.0004682694,0.0011859134,0.0010399026,0.0017903501,0.0006487708,0.0008772031,0.0006491974,0.0007189535,0.2500979064,0.0241834362,0.0007039561,0.0059387791,0.0237180189,0.001256989,0.0007131236,0.0007666636,0.0015436952,0.0019041434,0.0007156524,0.0006281174
BOD+e8-0005,0.3300938832,0.0009138875,0.0003009387,0.0001059477,0.1297501614,0.0014132964,0.0005229959,0.0018838086,0.0003582185,0.0004084803,0.0003008333,0.0007618741,0.0006680714,0.0011501863,0.0004167941,0.0005635473,0.0004170681,0.000461882,0.3752101201,0.0012337828,0.0004522471,0.0753279865,0.0724474796,0.0008075356,0.0004581366,0.0004925327,0.0009917262,0.0012232912,0.0004597612,0.0004035256
BOD+e8-0006,0.2708055012,0.0007186073,0.0002366339,8.33087219374459E-005,0.0233005111,0.001111302,0.0004112417,0.0014812748,0.0002816741,0.0003211959,0.000236551,0.0568308798,0.2704379747,0.0121507742,0.0003277332,0.000443128,0.0003279486,0.0003631867,0.3512667049,0.000970147,0.0003556105,0.0030000344,0.0007350367,0.0006349807,0.0003602416,0.0003872879,0.0007798133,0.0009618973,0.0003615191,0.0003172999
BOD+e8-0007,0.0008732031,0.0007027994,0.0002314284,8.14761026562278E-005,0.2757641221,0.0230847838,0.0004021952,0.1664331511,0.0002754778,0.0003141302,0.0002313474,0.0005858978,0.0005137615,0.0008845183,0.0003205237,0.0004333801,0.0003207344,0.0003551973,0.2995437088,0.0009488058,0.0883395005,0.1349216089,0.0007188674,0.0006210125,0.000352317,0.0003787683,0.000762659,0.0009407376,0.0003535664,0.0003103199
BOD+e8-0008,0.1215590314,0.0007706064,0.0002537569,0.000089337,0.3023701933,0.0011917169,0.0004409995,0.3875135187,0.0003020563,0.0003444379,0.0002536681,0.0730033742,0.0005633298,0.0009698577,0.0003514482,0.0004751932,0.0003516793,0.0003894672,0.0390002714,0.0010403478,0.0606821331,0.0032171198,0.0007882247,0.0006809285,0.000386309,0.0004153124,0.0008362413,0.0010315011,0.0003876789,0.00034026
BOD+e8-0009,0.3471241943,0.0020019289,0.0006592255,0.0002320852,0.0022503772,0.2537409116,0.0011456558,0.0354572273,0.0007847005,0.0008948022,0.0006589946,0.0016689338,0.001463453,0.0025195563,0.000913014,0.0012344863,0.0009136142,0.001011782,0.1013173173,0.0653639288,0.000990676,0.0710188817,0.0960395722,0.0017689583,0.0010035775,0.0010789242,0.0021724394,0.0026796974,0.0010071363,0.0008839484
BOD+e8-0010,0.0007866768,0.0006331585,0.000208496,7.34025793190098E-005,0.0007117363,0.0207972966,0.119271171,0.0013051381,0.0002481805,0.0002830029,0.000208423,0.0005278407,0.0004628525,0.0007968707,0.0002887628,0.0003904362,0.0002889526,0.0003200006,0.2599526465,0.0107638571,0.0003133253,0.0026433039,0.5753736439,0.0005594759,0.0003174057,0.0003412359,0.0006870866,0.0008475192,0.0003185313,0.0002795701
BOD+e8-0011,0.3828264927,0.0005813158,0.0001914245,6.73924144738456E-005,0.0006534597,0.146462501,0.0003326731,0.0011982741,0.0002278596,0.0002598307,0.0001913574,0.0004846214,0.0004249544,0.0007316234,0.000265119,0.0003584675,0.0002652933,0.0002937991,0.2659610188,0.0007847984,0.0002876704,0.0024268715,0.1552558418,0.0096113861,0.0002914167,0.0276064549,0.0006308283,0.0007781248,0.0002924501,0.0002566791
BOD+e8-0012,0.527077951,0.0027881071,0.0009181102,0.0003232275,0.0031341237,0.2224841421,0.0015955667,0.0057471626,0.0010928605,0.0012462003,0.0009177886,0.0023243414,0.1329416231,0.0035090122,0.001271564,0.0017192819,0.0012724,0.0014091192,0.0102022216,0.0037640502,0.0013797248,0.0552742474,0.0028518514,0.0024636465,0.0013976927,0.0015026289,0.0030255789,0.0037320424,0.0014026491,0.0012310842
BOD+e8-0013,0.003319288,0.002671536,0.4607910707,0.0003097133,0.0030030856,0.0041314407,0.0015288559,0.005506873,0.0010471679,0.335675076,0.0008794157,0.0022271604,0.0019529502,0.0869825449,0.0012183998,0.0016473985,0.0012192008,0.0013502038,0.0097756655,0.0036066748,0.0013220383,0.0111531019,0.0027326151,0.0023606412,0.001339255,0.0014398038,0.0447092015,0.0035760052,0.0013440042,0.0011796124
BOD+e8-0014,0.0039858903,0.0032080522,0.001056396,0.0003719121,0.1542263418,0.004961145,0.0018358912,0.0066128011,0.0012574673,0.754534683,0.0010560261,0.002674434,0.0023451551,0.0040375402,0.0014630872,0.0019782404,0.0014640491,0.001621361,0.0117388818,0.004330992,0.0015875392,0.0133929445,0.0032813977,0.0028347214,0.0016082134,0.0017289551,0.003481292,0.0042941632,0.0016139164,0.0014165102
BOD+e8-0015,0.0015591759,0.0012549061,0.0004132345,0.0001454823,0.0014106455,0.0019406701,0.0007181526,0.0418658629,0.0004918883,0.0791191217,0.0004130897,0.0010461686,0.2562315664,0.00157938,0.0005723214,0.0007738359,0.0005726977,0.000634234,0.0045919433,0.1784501575,0.0006210038,0.3980300511,0.0012835969,0.0207484229,0.000629091,0.000676322,0.0013617903,0.0016797642,0.0006313218,0.0005541017
BOD+e8-0016,0.0014197588,0.0011426959,0.0003762842,0.0001324737,0.0012845095,0.0017671408,0.0006539374,0.0023554543,0.000447905,0.0005107508,0.0003761524,0.0009526231,0.5194550993,0.0014381563,0.000521146,0.0007046416,0.0184049288,0.0184609627,0.0041813446,0.0194261228,0.0005654753,0.344555878,0.0011688212,0.0010097169,0.0005728394,0.0363827274,0.019123463,0.0015295644,0.0005748708,0.0005045555
BOD+e8-0017,0.0015591759,0.0012549061,0.0004132345,0.0001454823,0.0014106455,0.0019406701,0.0007181526,0.0025867547,0.0004918883,0.0005609054,0.0004130897,0.0010461686,0.2169524583,0.00157938,0.0202118755,0.0007738359,0.0005726977,0.000634234,0.1027897137,0.0016941707,0.0006210038,0.1819949561,0.0012835969,0.0011088688,0.3541410646,0.000676322,0.0210013444,0.0802379806,0.0006313218,0.0005541017
BOD+e8-0018,0.0012821801,0.0010319653,0.0003398212,0.1939254322,0.0011600368,0.0015958997,0.0651925008,0.002127204,0.0004045017,0.0004612575,0.0003397022,0.0008603112,0.0007543888,0.0012987948,0.0004706455,0.0006363598,0.2911796483,0.0005215589,0.0037761602,0.2598009198,0.0005106791,0.0366092045,0.1141089398,0.0170623553,0.0005173296,0.0005561698,0.001119861,0.0013813452,0.0005191642,0.0004556626
BOD+e8-0019,0.0015904109,0.0012800456,0.0004215128,0.0001483967,0.001438905,0.0420455338,0.0007325393,0.4433644242,0.0005017423,0.000572142,0.0004213652,0.0010671265,0.0009357408,0.0016110197,0.0807157593,0.0007893381,0.0005841705,0.0006469396,0.0046839336,0.2020580414,0.0006334443,0.2056738529,0.0013093112,0.0011310828,0.0006416936,0.0006898707,0.0013890711,0.0017134149,0.0006439691,0.000565202
BOD+e8-0020,0.0019888339,0.0016007171,0.0005271084,0.0001855724,0.0017993733,0.1527848936,0.025967625,0.0032995797,0.0006274366,0.0007154725,0.0005269238,0.0013344584,0.0011701586,0.0020146055,0.0007300345,0.0009870797,0.0007305144,0.0008090081,0.0058573327,0.0773157479,0.0007921321,0.7081267034,0.0016373142,0.0014144368,0.0008024479,0.0008626942,0.0017370552,0.0021426523,0.0008052935,0.000706794
BOD+e8-0021,0.0007288954,0.000586653,0.000193182,0.9640990669,0.0006594593,0.0009072392,0.0003357274,0.0012092758,0.0002299517,0.0002622163,0.0001931143,0.0004890708,0.000428856,0.0007383406,0.0002675532,0.0003617587,0.0002677291,0.0002964965,0.0021466766,0.0191545001,0.0002903116,0.0024491532,0.0006000656,0.0005183824,0.0002940922,0.0003161721,0.0006366201,0.000785269,0.0002951351,0.0002590357
BOD+e8-0022,0.002273623,0.0018299303,0.0006025872,0.9452928473,0.0020570328,0.0028299257,0.0010472252,0.0037720599,0.0007172818,0.000817924,0.0006023761,0.0015255449,0.0013377184,0.002303085,0.0008345711,0.0011284237,0.0008351197,0.0009248533,0.0066960679,0.0024704752,0.0009055607,0.0076395748,0.0018717679,0.0016169757,0.0009173537,0.0009862269,0.0019857912,0.0024494674,0.0009206067,0.0008080027
BOD+e8-0023,0.0044308024,0.0035661407,0.0011743128,0.0004134256,0.0040087147,0.0055149168,0.0020408166,0.0073509336,0.001397828,0.0015939579,0.0011739015,0.0029729591,0.0026069255,0.0044882175,0.0016263996,0.0021990551,0.0016274688,0.0018023401,0.0688600775,0.8419776409,0.0017647431,0.0148878886,0.0036476731,0.003151138,0.0017877251,0.0019219441,0.00386988,0.0047734852,0.0017940646,0.0015746236
BOD+e8-0024,0.0013474668,0.3914598715,0.0003571244,0.0001257283,0.0012191042,0.0016771606,0.0175934816,0.0022355181,0.0004250984,0.0004847441,0.0003569993,0.0009041169,0.0007928012,0.0013649275,0.00049461,0.0006687623,0.0004949352,0.0005481159,0.0039684367,0.0014641316,0.0514552074,0.0045276077,0.0011093066,0.0009583036,0.0005436713,0.0005844891,0.0011768827,0.5106369335,0.0005455992,0.0004788643
BOD+e8-0025,0.0013948147,0.0011226196,0.0003696732,0.0001301462,0.0012619417,0.0017360935,0.0006424482,0.0023140708,0.0004400357,0.0005017773,0.0003695437,0.0009358862,0.0183899007,0.0892590973,0.0005119899,0.0006922616,0.0005123265,0.0005673759,0.0216771232,0.0015155789,0.0005555404,0.004686701,0.0011482859,0.0361304602,0.0005627751,0.0006050272,0.1593414115,0.6515646325,0.0005647708,0.0004956908
BOD+e8-0026,0.0011354726,0.2154519814,0.0003009387,0.0001059477,0.0010273051,0.0014132964,0.0005229959,0.0018838086,0.0003582185,0.0004084803,0.0718135313,0.0007618741,0.0006680714,0.0011501863,0.0004167941,0.1578914828,0.0004170681,0.000461882,0.0033440907,0.0012337828,0.0004522471,0.0038152885,0.0009347817,0.0008075356,0.0004581366,0.0004925327,0.1154120429,0.4159969394,0.0004597612,0.0004035256
BOD+e8-0027,0.0012043751,0.0009693438,0.0003192002,0.0001123768,0.0010896438,0.0014990577,0.0005547322,0.0019981215,0.0003799558,0.0004332676,0.0003190884,0.000808106,0.0007086112,0.0012199816,0.0004420859,0.1219612887,0.0004423765,0.0004899098,0.0035470161,0.0013086509,0.0004796902,0.0343876931,0.0009915059,0.0008565383,0.0004859372,0.0005224204,0.0010519059,0.8205014468,0.0004876604,0.0004280122
BOD+e8-0028,0.0012618014,0.0010155635,0.0003344201,0.0001177351,0.0011415995,0.0015705348,0.0005811826,0.0020933946,0.0003980727,0.0004539264,0.000334303,0.0008466376,0.0007423987,0.001278152,0.0004631651,0.0483076174,0.0004634696,0.0005132694,0.0037161427,0.0013710492,0.0005025625,0.0042397643,0.048720154,0.0008973793,0.0005091073,0.0005473301,0.0011020622,0.8755178719,0.0005109127,0.0004484204
BOD+e8-0029,0.0012043751,0.0161397869,0.0003192002,0.0001123768,0.0010896438,0.0470103868,0.0005547322,0.0019981215,0.0003799558,0.0004332676,0.0003190884,0.000808106,0.0007086112,0.0012199816,0.0004420859,0.243324833,0.0004423765,0.0004899098,0.0035470161,0.0013086509,0.0004796902,0.0343876931,0.0009915059,0.0008565383,0.0004859372,0.0005224204,0.1830972224,0.3957290417,0.0611694325,0.0004280122
BOD+e8-0030,0.0012043751,0.046480673,0.0003192002,0.0001123768,0.0010896438,0.0014990577,0.0005547322,0.0019981215,0.1520843862,0.0004332676,0.0913417467,0.000808106,0.0007086112,0.0012199816,0.0004420859,0.0005977444,0.0004423765,0.0004899098,0.0035470161,0.0013086509,0.0004796902,0.0495581361,0.0009915059,0.1070496396,0.0004859372,0.0005224204,0.0010519059,0.5322630291,0.0004876604,0.0004280122
BOD+e8-0031,0.0011519484,0.0734775003,0.0003053054,0.000107485,0.0010422113,0.0014338034,0.0005305846,0.0019111428,0.0003634163,0.0004144074,0.0003051984,0.0007729289,0.0006777652,0.14626758,0.0004228418,0.0005717244,0.0004231198,0.0004685839,0.0179026842,0.0738020373,0.0004588092,0.0909310713,0.0009483454,0.1749400984,0.0004647842,0.0004996793,0.0010061162,0.2624223093,0.1455671369,0.0004093807
BOD+e8-0032,0.0013032278,0.1980361402,0.0003453995,0.0001216005,0.0011790796,0.0016220974,0.0006002635,0.0349933291,0.0004111419,0.0004688294,0.0003452786,0.0008744337,0.0007667726,0.0013201153,0.0004783714,0.000646806,0.0004786859,0.0005301206,0.0038381481,0.0014160624,0.0005190623,0.0536257696,0.0010728867,0.0009268413,0.0005258219,0.0005652996,0.0011382442,0.6251969303,0.0005276866,0.0661255541
BOD+e8-0033,0.0011519484,0.0009271481,0.0003053054,0.000107485,0.0010422113,0.0014338034,0.0005305846,0.0019111428,0.0584036981,0.0729647596,0.0148152689,0.0007729289,0.0006777652,0.0446970869,0.0004228418,0.1601824994,0.0004231198,0.0004685839,0.0033926137,0.0012516851,0.0004588092,0.0038706487,0.0009483454,0.000819253,0.0004647842,0.0004996793,0.0010061162,0.5236035774,0.1020369255,0.0004093807
BOD+e8-0034,0.0013474668,0.1877857706,0.0003571244,0.0001257283,0.0012191042,0.0016771606,0.0006206399,0.0022355181,0.0004250984,0.0004847441,0.0003569993,0.0009041169,0.0007928012,0.1371476614,0.00049461,0.0006687623,0.0004949352,0.0005481159,0.0039684367,0.0014641316,0.0005366822,0.0045276077,0.0011093066,0.0009583036,0.0005436713,0.0005844891,0.0520954079,0.5955011422,0.0005455992,0.0004788643
BOD+e8-0035,0.0014197588,0.3588114987,0.0003762842,0.0001324737,0.0012845095,0.0017671408,0.0006539374,0.0023554543,0.000447905,0.0005107508,0.0003761524,0.0009526231,0.0008353352,0.0014381563,0.000521146,0.0007046416,0.0005214886,0.0005775225,0.0041813446,0.0015426827,0.0005654753,0.094187716,0.0190522614,0.0010097169,0.0005728394,0.0363827274,0.019123463,0.4486155679,0.0005748708,0.0005045555
BOD+e8-0036,0.0012618014,0.1758472598,0.0003344201,0.0001177351,0.0011415995,0.0015705348,0.0005811826,0.0179871852,0.0003980727,0.0004539264,0.000334303,0.0008466376,0.0007423987,0.001278152,0.0004631651,0.1118827797,0.0004634696,0.0005132694,0.0037161427,0.0013710492,0.0005025625,0.0201335549,0.0010387822,0.0008973793,0.0164028979,0.0005473301,0.0011020622,0.6371110133,0.0005109127,0.0004484204
BOD+e8-0037,0.0158926219,0.0009407992,0.0150335132,0.0001090676,0.0157812691,0.0014549143,0.0005383968,0.0019392819,0.0003687671,0.000420509,0.0003096921,0.0007843093,0.0301351695,0.0011840563,0.0004290676,0.0005801423,0.0004293497,0.0004754832,0.0034425656,0.0012701145,0.0004655646,0.0333750641,0.0009623086,0.2364107164,0.0004716276,0.0005070365,0.00102093,0.6343789538,0.0004733,0.0004154083
BOD+e8-0038,0.0012618014,0.2076348409,0.0003344201,0.0001177351,0.0011415995,0.0015705348,0.0005811826,0.0020933946,0.0003980727,0.0004539264,0.000334303,0.0008466376,0.0007423987,0.0171719426,0.0004631651,0.2390331042,0.0004634696,0.0005132694,0.0037161427,0.0013710492,0.0005025625,0.1154962983,0.0010387822,0.0008973793,0.0005091073,0.0005473301,0.0011020622,0.3987041547,0.0005109127,0.0004484204
BOD+e8-0039,0.0018498118,0.1878923079,0.0004902628,0.0001726007,0.0016735948,0.0023024177,0.0008520187,0.0263693701,0.0937853195,0.0006654601,0.0004900911,0.001241178,0.001088363,0.1649768296,0.0006790041,0.0009180816,0.0006794505,0.0007524574,0.0054478975,0.00200997,0.000736761,0.0062155314,0.0015228638,0.0013155658,0.0007463558,0.0008023908,0.0016156328,0.491302021,0.0007490024,0.0006573882
BOD+e8-0040,0.0015291442,0.1938434481,0.0004052751,0.0001426801,0.0013834747,0.0019032903,0.0007043201,0.0025369305,0.0004824139,0.0005501016,0.0004051331,0.001026018,0.0008996937,0.0015489592,0.0005612978,0.0007589308,0.0005616668,0.0006220178,0.0045034966,0.0016615388,0.0006090424,0.0051380601,0.0012588732,0.2322227663,0.0006169739,0.0006632952,0.0013355605,0.5409630065,0.0006191618,0.000543429
BOD+e8-0041,0.0016921047,0.001361894,0.0004484651,0.0001578855,0.0015309112,0.0021061234,0.0434072575,0.0241212295,0.1284174594,0.0006087258,0.000448308,0.0011353605,0.0009955738,0.0017140313,0.0006211151,0.0860955663,0.0006215234,0.0006883061,0.0049834329,0.0018386085,0.0859297044,0.069627439,0.0013930309,0.0651452236,0.0006827246,0.0220479215,0.1719894038,0.2789041825,0.0006851457,0.0006013421
BOD+e8-0042,0.0024873251,0.0020019289,0.0006592255,0.0002320852,0.0022503772,0.0030959158,0.0011456558,0.0041266028,0.0007847005,0.0008948022,0.157312117,0.0016689338,0.001463453,0.0025195563,0.000913014,0.0012344863,0.0009136142,0.001011782,0.0073254438,0.0027026798,0.000990676,0.0083576327,0.0020476988,0.377736452,0.0010035775,0.0010789242,0.1274949373,0.2846553177,0.0010071363,0.0008839484
BOD+e8-0043,0.1824016348,0.0107976711,0.0035556208,0.0012517828,0.3501095387,0.0166982358,0.0061792479,0.0222573843,0.004232387,0.0048262352,0.0035543755,0.0090016175,0.0078933297,0.013589564,0.004924463,0.0066583671,0.0049277005,0.0054571813,0.2084966753,0.0145772651,0.0053433438,0.04507801,0.0110445375,0.0095411131,0.0054129293,0.0058193219,0.0117173425,0.0144533064,0.0054321243,0.0047676941
BOD+e8-0044,0.00100598,0.0008096651,0.0002666188,0.9757944477,0.0009101482,0.0012521199,0.0004633519,0.0016689736,0.0003173662,0.000361896,0.0002665254,0.0006749877,0.0005918826,0.0010190157,0.0003692617,0.0004992787,0.0003695044,0.0004092076,0.0029627208,0.0010930786,0.0004006715,0.0033801819,0.0008281764,0.0007154419,0.0004058894,0.0004363628,0.0008786268,0.0010837835,0.0004073287,0.0003575063
BOD+e8-0045,0.0007157524,0.0005760749,0.0001896987,0.9557307133,0.0006475683,0.0008908804,0.0003296738,0.0011874708,0.0002258053,0.0002574882,0.0001896322,0.0004802522,0.0004211231,0.0007250273,0.0002627288,0.0003552357,0.0002629015,0.0002911503,0.002107969,0.0007777229,0.0002850768,0.0024049916,0.0005892456,0.0275561276,0.0002887894,0.0003104711,0.000625141,0.0007711095,0.0002898134,0.0002543649
BOD+e8-0046,0.0016229229,0.5532541979,0.0208726476,0.0001514303,0.0014683198,0.0020200144,0.0007475143,0.0026925142,0.0005119992,0.000583838,0.0004299789,0.0010889412,0.0009548697,0.001643953,0.0005957208,0.0008054742,0.0005961124,0.0006601647,0.025222203,0.0017634369,0.0006463935,0.0054531647,0.0013360768,0.0011542049,0.0006548114,0.0007039734,0.0014174672,0.3697137648,0.0006571335,0.0005767562
BOD+e8-0047,0.0016921047,0.3423849201,0.0004484651,0.0001578855,0.0015309112,0.0021061234,0.0007793792,0.0028072904,0.0005338246,0.0006087258,0.000448308,0.0011353605,0.0009955738,0.0017140313,0.0006211151,0.0008398098,0.0432494017,0.0006883061,0.026297372,0.0018386085,0.021987887,0.0056856216,0.0013930309,0.1717149193,0.0219966638,0.0007339823,0.0014778908,0.3428459999,0.0006851457,0.0006013421
BOD+e8-0048,0.0011689093,0.0009407992,0.0003098006,0.0001090676,0.0010575566,0.0897971896,0.0005383968,0.0755578447,0.0003687671,0.000420509,0.0003096921,0.0891265847,0.0006877444,0.0011840563,0.0004290676,0.0005801423,0.0004293497,0.0004754832,0.3420879543,0.0012701145,0.0004655646,0.3131256026,0.0745808714,0.0008313155,0.0004716276,0.0005070365,0.00102093,0.001259314,0.0004733,0.0004154083
BOD+e8-0049,0.0016567919,0.0013334725,0.000439106,0.0001545905,0.0014989624,0.2524917981,0.0007631143,0.0027487047,0.0005226841,0.0005960222,0.0004389522,0.0011116665,0.000974797,0.0016782609,0.000608153,0.0008222837,0.0006085528,0.0006739417,0.2553090607,0.0018002383,0.0006598832,0.1725200527,0.0013639595,0.0011782922,0.0006684768,0.2720174281,0.0223161841,0.0017849299,0.0006708473,0.0005887926
BOD+e8-0050,0.0320311885,0.0009842757,0.0003241172,0.0001141079,0.0011064288,0.1709675851,0.0005632774,0.0020289008,0.0003858087,0.0004399417,0.0003240037,0.0008205541,0.0007195267,0.0166429049,0.0004488958,0.0006069521,0.0004491909,0.0004974565,0.0036016548,0.0013288095,0.0004870794,0.5894661045,0.0010067792,0.0932945157,0.0004934226,0.0775511205,0.0010681096,0.0013175099,0.0004951723,0.0004346054
BOD+e8-0051,0.0020937366,0.0016851484,0.0005549112,0.0001953606,0.0018942828,0.0289789657,0.0273373103,0.0034736189,0.0006605313,0.0007532108,0.0005547168,0.106896607,0.0012318797,0.0021208677,0.0007685408,0.0010391441,0.0007690461,0.00085168,0.2698956862,0.1605126561,0.0008339138,0.3762563053,0.0017236758,0.0014890425,0.0008447737,0.0009081978,0.0018286777,0.0022556684,0.0008477694,0.0007440745
BOD+e8-0052,0.0018939414,0.0015243428,0.0005019587,0.0001767183,0.0017135205,0.4556269973,0.0008723448,0.0031421482,0.0005975,0.0006813355,0.0005017829,0.0489833829,0.0011143273,0.0019184835,0.0006952026,0.0009399836,0.0006956597,0.0007704082,0.4588475165,0.0020579205,0.0007543374,0.006363811,0.0015591937,0.0013469503,0.000764161,0.0008215328,0.0016541758,0.0020404208,0.0007668709,0.0006730711
BOD+e8-0053,0.0023406566,0.0018838824,0.0006203534,0.0002184,0.0021176807,0.0029133609,0.0010781007,0.0628496163,0.0007384296,0.000842039,0.0006201361,0.0015705228,0.148793019,0.0023709873,0.0008591769,0.0011616932,0.1187924301,0.0009521209,0.2132756938,0.0025433127,0.0009322595,0.3911460508,0.0019269535,0.0016646493,0.0009444002,0.001015304,0.0020443386,0.0320048575,0.0009477491,0.0008318252
BOD+e8-0054,0.0013249781,0.0010664114,0.0003511641,0.0001236299,0.0011987579,0.0016491695,0.0006102817,0.0021982082,0.0004180036,0.0004766539,0.0003510411,0.0008890276,0.3679501597,0.0013421474,0.0004863552,0.000657601,0.000486675,0.0005389681,0.0039022052,0.3519207136,0.0005277252,0.254795628,0.0010907927,0.0009423099,0.0005345977,0.0005747343,0.001157241,0.0014274533,0.0005364934,0.0004708722
BOD+e8-0055,0.0541025397,0.0713995862,0.0003696732,0.0001301462,0.036400425,0.0368745768,0.0006424482,0.0023140708,0.0004400357,0.0005017773,0.0003695437,0.0009358862,0.1765130756,0.001412889,0.0005119899,0.0006922616,0.0005123265,0.0005673759,0.1798002981,0.0015155789,0.0005555404,0.3912100175,0.0011482859,0.0185612186,0.0005627751,0.0006050272,0.0187874782,0.0015026911,0.0005647708,0.0004956908
BOD+e8-0056,0.0009933923,0.0007995339,0.0002632826,9.26906102859304E-005,0.0008987596,0.0638008522,0.000457554,0.0016480899,0.0003133951,0.0003573677,0.0127760704,0.0006665417,0.3259193559,0.0010062648,0.0003646411,0.0004930313,0.0003648809,0.0004040873,0.2782090082,0.001079401,0.0003956579,0.2661083656,0.0008178136,0.0007064897,0.0004008105,0.0004309026,0.0008676327,0.0010702223,0.0004022319,0.0378916728
BOD+e8-0057,0.0008732031,0.0007027994,0.0002314284,8.14761026562278E-005,0.0007900199,0.045082712,0.0004021952,0.1884310793,0.0002754778,0.0003141302,0.0002313474,0.0225838259,0.0995044382,0.0008845183,0.0003205237,0.0114323442,0.0003207344,0.0003551973,0.2005530321,0.2649239439,0.0003477878,0.1569195371,0.0007188674,0.0006210125,0.000352317,0.0003787683,0.000762659,0.0009407376,0.0003535664,0.0003103199
BOD+e8-0058,0.0012618014,0.0010155635,0.0003344201,0.0160115257,0.0011415995,0.0015705348,0.0005811826,0.2722878344,0.0003980727,0.0004539264,0.000334303,0.0008466376,0.6206002311,0.001278152,0.0004631651,0.0006262456,0.0004634696,0.0005132694,0.0355037238,0.0013710492,0.0005025625,0.0360273455,0.0010387822,0.0008973793,0.0005091073,0.0005473301,0.0011020622,0.0013593904,0.0005109127,0.0004484204
BOD+e8-0059,0.0413993459,0.0333203511,0.0109722301,0.0038628553,0.037455556,0.051528804,0.0190684366,0.0686836866,0.0130606515,0.0148931976,0.0109683872,0.0277779394,0.0243578927,0.0419358062,0.0151963171,0.0205469425,0.0152063076,0.0168402237,0.121925591,0.0449837361,0.0164889343,0.1391054701,0.0340821518,0.0294427599,0.0167036671,0.0179577473,0.0361583494,0.0446012142,0.0167629005,0.0147125468
BOD+e8-0060,0.0039858903,0.0032080522,0.001056396,0.0003719121,0.0036061859,0.004961145,0.0018358912,0.0066128011,0.0012574673,0.0014339031,0.0010560261,0.4545349019,0.0023451551,0.0040375402,0.0014630872,0.0019782404,0.0014640491,0.001621361,0.2627724751,0.1047444293,0.0015875392,0.0133929445,0.0032813977,0.0028347214,0.0016082134,0.0017289551,0.003481292,0.1047076005,0.0016139164,0.0014165102
BOD+e8-0061,0.0009811157,0.000789653,0.0002600289,9.15451172215686E-005,0.1244700802,0.0012211719,0.0004518995,0.0510606935,0.000309522,0.0003529512,0.0002599378,0.0500912755,0.445473993,0.0009938292,0.0003601348,0.0004869383,0.0003603716,0.0003990934,0.1388301632,0.0010660615,0.0003907683,0.1021625778,0.0008077068,0.0006977587,0.0003958572,0.0004255774,0.0008569103,0.0010569962,0.0745467176,0.00034867
